filepath,label,source_dataset
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (487).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (488).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (49).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (491).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (492).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (494).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (495).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (497).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (5).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (501).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (502).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (503).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (505).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (506).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (507).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (508).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (509).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (51).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (511).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (513).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (515).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (52).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (520).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (521).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (522).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (523).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (524).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (526).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (529).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (53).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (530).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (531).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (534).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (535).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (539).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (541).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (542).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (543).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (544).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (545).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (546).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (547).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (548).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (55).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (550).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (551).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (553).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (555).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (558).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (559).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (560).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (562).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (568).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (569).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (57).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (570).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (571).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (572).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (574).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (575).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (576).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (578).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (579).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (58).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (580).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (582).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (583).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (584).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (585).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (586).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (587).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (588).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (589).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (59).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (590).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (591).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (592).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (595).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (597).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (599).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (6).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (60).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (601).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (602).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (604).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (605).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (607).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (608).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (609).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (611).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (612).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (613).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (615).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (616).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (617).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (618).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (619).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (620).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (621).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (622).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (625).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (626).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (627).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (628).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (629).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (630).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (635).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (636).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (638).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (639).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (640).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (641).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (642).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (644).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (645).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (646).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (647).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (648).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (649).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (65).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (650).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (652).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (653).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (654).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (655).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (656).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (657).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (658).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (659).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (66).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (660).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (662).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (663).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (666).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (667).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (668).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (669).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (670).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (671).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (672).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (676).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (677).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (678).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (679).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (68).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (680).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (681).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (683).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (685).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (686).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (689).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (69).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (690).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (691).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (693).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (694).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (695).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (696).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (697).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (698).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (699).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (7).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (700).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (701).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (702).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (704).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (705).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (706).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (707).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (708).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (709).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (71).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (710).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (711).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (712).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (713).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (715).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (716).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (717).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (720).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (721).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (722).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (723).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (724).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (725).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (726).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (728).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (729).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (73).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (730).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (731).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (732).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (733).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (734).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (735).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (737).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (738).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (739).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (74).jpg,good,kaggle
D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (741).jpg,good,kaggle
